observation_id,rxte_obsid,source_id,canonical_source,raw_source_name,class_label,observation_time,usable,exclusion_reason,instrument,data_product,spectrum_path_or_reference,error_path_or_reference,energy_grid_id,feature_record_id,provenance_record_id
50407-01-03-01,50407-01-03-01,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-04-24T20:41:36,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-03-01.npz,data/processed/native/50407-01-03-01.npz,918afd5d8bb0d6f0777003d3d915cca0bd377141eb5076ba18f9df3c1d02a26c,50407-01-03-01,50407-01-03-01
50407-01-04-00,50407-01-04-00,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,,False,Missing retrieved source product,RXTE/PCA,,,,,,
50407-01-05-01,50407-01-05-01,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-05-06T22:41:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-05-01.npz,data/processed/native/50407-01-05-01.npz,5aae8c000fb3960134846d4bc6e123c881a0558642949283351e6ae50d2ece1e,50407-01-05-01,50407-01-05-01
50407-01-05-04,50407-01-05-04,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
50407-01-06-00,50407-01-06-00,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-05-15T08:49:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-06-00.npz,data/processed/native/50407-01-06-00.npz,d7c6ad16e9efb5b1af655afaa8a70edbf833fcd1ae444144541b552e3e052f83,50407-01-06-00,50407-01-06-00
50407-01-10-01,50407-01-10-01,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-06-15T19:52:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-10-01.npz,data/processed/native/50407-01-10-01.npz,2bfaca56dba7103064889f4373d596e8b30cc074611af20674c0949244ce5e20,50407-01-10-01,50407-01-10-01
50407-01-13-01,50407-01-13-01,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
50407-01-15-00,50407-01-15-00,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-07-22T19:15:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-15-00.npz,data/processed/native/50407-01-15-00.npz,4ae87425e11a74c878289f2412b5687f6dbaffc6c60a8fe79500e1882dd85f3b,50407-01-15-00,50407-01-15-00
50407-01-17-00,50407-01-17-00,xte_j1118_480,XTE J1118+480,XTE_J1118+480,BH,2000-08-04T07:29:52,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50407-01-17-00.npz,data/processed/native/50407-01-17-00.npz,07251900021efcf20211ed8f81ddf4c0e278902f420692f4565152f6b0e8582e,50407-01-17-00,50407-01-17-00
50410-01-02-00,50410-01-02-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2000-05-17T15:47:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50410-01-02-00.npz,data/processed/native/50410-01-02-00.npz,b3b1f04bd100f1f8870c23d8f45c820887193c9fca4b417f38204a6d6e49bbcc,50410-01-02-00,50410-01-02-00
50410-01-03-00,50410-01-03-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2000-05-18T20:08:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50410-01-03-00.npz,data/processed/native/50410-01-03-00.npz,826a343f76f02188cf06e3fc142eea682a2eda240faf45dc3b1d421dea255043,50410-01-03-00,50410-01-03-00
50410-01-05-00,50410-01-05-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2000-08-08T09:09:52,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50410-01-05-00.npz,data/processed/native/50410-01-05-00.npz,98f5313ddc6f9751d630643acf71013ea5e259e204ec5e126dd24b1c40685f2f,50410-01-05-00,50410-01-05-00
50410-01-07-00,50410-01-07-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2000-10-18T06:01:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50410-01-07-00.npz,data/processed/native/50410-01-07-00.npz,26cd61bdbd69e1b1bc972083fbe71eb695b88ddef94471290fe56a0148d4dcbf,50410-01-07-00,50410-01-07-00
50410-01-09-00,50410-01-09-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2000-10-20T00:40:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/50410-01-09-00.npz,data/processed/native/50410-01-09-00.npz,24802fa68e41728608a9251c30c37330c860855f0c50432bba8504b6afaad7c0,50410-01-09-00,50410-01-09-00
60032-01-04-00,60032-01-04-00,4u_1636_536,4U 1636-536,4U_1636-53,NS,2001-07-27T04:37:52,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60032-01-04-00.npz,data/processed/native/60032-01-04-00.npz,755ed48ee3454b5310cd0844e1136b339d41dcc404e17609c7d65b6114831566,60032-01-04-00,60032-01-04-00
60032-01-14-01,60032-01-14-01,4u_1636_536,4U 1636-536,4U_1636-53,NS,2001-11-01T06:58:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60032-01-14-01.npz,data/processed/native/60032-01-14-01.npz,153910008d1d56299b26cfcc982cdbcab17bea2bf5ac97afd4fe2a92083805c2,60032-01-14-01,60032-01-14-01
60032-05-15-00,60032-05-15-00,4u_1636_536,4U 1636-536,4U_1636-53,NS,2002-02-28T21:20:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60032-05-15-00.npz,data/processed/native/60032-05-15-00.npz,b1a1d9f841f49b378863f73f3dcbba69a422365ba6235d41497173f1f543f225,60032-05-15-00,60032-05-15-00
60034-01-01-00,60034-01-01-00,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
60034-01-01-03,60034-01-01-03,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,2001-08-27T12:49:04,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60034-01-01-03.npz,data/processed/native/60034-01-01-03.npz,1d124a093d97783bdad682d9e0cd898602b34f7efd0dd9c191ed13ba93f86b28,60034-01-01-03,60034-01-01-03
60034-01-01-05,60034-01-01-05,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,2001-08-30T02:49:04,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60034-01-01-05.npz,data/processed/native/60034-01-01-05.npz,b5d13e05bae471d659716e69b8547e482b70f9dc9253a80726c0c98041504403,60034-01-01-05,60034-01-01-05
60034-01-02-00,60034-01-02-00,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
60034-01-02-03,60034-01-02-03,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,2001-11-07T04:11:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60034-01-02-03.npz,data/processed/native/60034-01-02-03.npz,161010253e08ed9be04e7cfc208ed564e9505120dc02931e6ae5657e470de598,60034-01-02-03,60034-01-02-03
60034-01-03-00,60034-01-03-00,slx_1735_269,SLX 1735-269,SLX_1735-269,NS,2002-01-23T19:35:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60034-01-03-00.npz,data/processed/native/60034-01-03-00.npz,e24da0520db83656abc12d35ada83c6712ea51957c05bea8bfcfdd50144a886f,60034-01-03-00,60034-01-03-00
60035-01-02-01,60035-01-02-01,sax_j1750_8_2900,SAX J1750.8-2900,SAX_J1750.8-2900,NS,2001-04-09T11:00:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60035-01-02-01.npz,data/processed/native/60035-01-02-01.npz,c86af4a45c15a4c154056356cb1b231071d53357b00a94cfe80d88475dbf108b,60035-01-02-01,60035-01-02-01
60042-01-01-01,60042-01-01-01,4u_1735_444,4U 1735-444,4U_1735-44,NS,2001-08-15T17:52:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60042-01-01-01.npz,data/processed/native/60042-01-01-01.npz,b89b6d2d5c20d21aaf70a183c8e650cce04a2e9e564165683ea75f296f8fda54,60042-01-01-01,60042-01-01-01
60048-01-02-00,60048-01-02-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-03-06T21:41:36,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-01-02-00.npz,data/processed/native/60048-01-02-00.npz,8397757f62b07dec4fc380fe56572209cd4fc1eb6c69a29960c58a3a7d47a2be,60048-01-02-00,60048-01-02-00
60048-01-04-00,60048-01-04-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-03-08T09:01:52,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-01-04-00.npz,data/processed/native/60048-01-04-00.npz,55169a3cf9a4a12fc4b9ec10755ba4d63e22692ba79ffa498d818a6d066fb888,60048-01-04-00,60048-01-04-00
60048-01-05-00,60048-01-05-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-03-08T23:03:44,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-01-05-00.npz,data/processed/native/60048-01-05-00.npz,0efb90217d1d3021372b15ef72d3d15416625d8d2b220d3bce9071ca18ab2e1e,60048-01-05-00,60048-01-05-00
60048-02-01-00,60048-02-01-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-04-28T16:11:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-02-01-00.npz,data/processed/native/60048-02-01-00.npz,959806a48126dbe38fc5a73e22bef65d8177c8e6f879e410d5bd8a88fa773982,60048-02-01-00,60048-02-01-00
60048-02-03-00,60048-02-03-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-05-01T22:12:48,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-02-03-00.npz,data/processed/native/60048-02-03-00.npz,6a4e204bc2ea85c66bedb56b5edcdbe960ce185c888c4dc41b296c06e27ef1b8,60048-02-03-00,60048-02-03-00
60048-02-05-00,60048-02-05-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-05-03T17:12:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-02-05-00.npz,data/processed/native/60048-02-05-00.npz,22fcc9271e7818876fc0b3a2c91678ba9e6f9a74c930a2070b8a00742cbf75c1,60048-02-05-00,60048-02-05-00
60048-03-02-00,60048-03-02-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-06-17T04:17:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-03-02-00.npz,data/processed/native/60048-03-02-00.npz,1ca3a47bb698ff0ffb8a05ee4a26ad13dc1f40e423974036e313a06ae179b23f,60048-03-02-00,60048-03-02-00
60048-03-03-00,60048-03-03-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-06-17T18:49:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-03-03-00.npz,data/processed/native/60048-03-03-00.npz,1ca3a47bb698ff0ffb8a05ee4a26ad13dc1f40e423974036e313a06ae179b23f,60048-03-03-00,60048-03-03-00
60048-03-05-00,60048-03-05-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-06-18T23:18:08,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-03-05-00.npz,data/processed/native/60048-03-05-00.npz,9baa220e43a976b564ccb651194fdde35dd5ed5c28acf2101d6e6393288a724e,60048-03-05-00,60048-03-05-00
60048-04-02-00,60048-04-02-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-08-11T15:18:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-04-02-00.npz,data/processed/native/60048-04-02-00.npz,21fe8ed15e4535fe92d8784e4c84a90235c4b05232f2d29ddce3d8833a55c366,60048-04-02-00,60048-04-02-00
60048-04-04-00,60048-04-04-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-08-12T19:47:28,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60048-04-04-00.npz,data/processed/native/60048-04-04-00.npz,510e05db553e7c400efb35f1bb4af9c04aac93f1575dec40814c723c99836bcd,60048-04-04-00,60048-04-04-00
60052-01-03-01,60052-01-03-01,4u_1608_522,4U 1608-522,4U_1608-52,NS,2002-02-15T03:58:24,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60052-01-03-01.npz,data/processed/native/60052-01-03-01.npz,6f1ad92c1823b7bc21e03059706f9dff1b0645e513e981ecf3e11baa802c9d7f,60052-01-03-01,60052-01-03-01
60052-02-04-03,60052-02-04-03,4u_1608_522,4U 1608-522,4U_1608-52,NS,2001-11-14T12:48:48,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60052-02-04-03.npz,data/processed/native/60052-02-04-03.npz,b3c2a674fa1dc65b14805286c6eded2c270d3fbfaccd439a0c4ea7acd6ec49ad,60052-02-04-03,60052-02-04-03
60054-02-01-04,60054-02-01-04,aql_x_1,Aql X-1,AQL_X-1,NS,2001-06-27T15:45:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60054-02-01-04.npz,data/processed/native/60054-02-01-04.npz,c8ad941193e6bdce14a03dfc0992dcf2c9286c607eb100c7cd9079cebafd4c99,60054-02-01-04,60054-02-01-04
60054-02-05-02,60054-02-05-02,aql_x_1,Aql X-1,AQL_X-1,NS,2001-07-22T18:41:36,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60054-02-05-02.npz,data/processed/native/60054-02-05-02.npz,57504aa8cb7e7d29ff95df7a2735656f28b52f05b67002b07e5460f04dd72151,60054-02-05-02,60054-02-05-02
60083-03-01-00,60083-03-01-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,2001-06-08T01:22:24,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60083-03-01-00.npz,data/processed/native/60083-03-01-00.npz,f848365b2bb788c61305131c4dfe711c4b6eb33639801994c4bd42e23feac882,60083-03-01-00,60083-03-01-00
60083-03-06-00,60083-03-06-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,2002-02-02T12:45:04,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60083-03-06-00.npz,data/processed/native/60083-03-06-00.npz,78a0347257c9f5d33c20acd847f3b0bd049d2b6f3e055ba14bd6d31c07ac1ebd,60083-03-06-00,60083-03-06-00
60084-03-01-02,60084-03-01-02,sax_j1750_8_2900,SAX J1750.8-2900,SAX_J1750.8-2900,NS,2001-03-12T01:57:20,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60084-03-01-02.npz,data/processed/native/60084-03-01-02.npz,9ea7b5a62aeebd17771ca7cc10cf0d732f28d9b287877a1410f80f4f7e86319a,60084-03-01-02,60084-03-01-02
60084-03-02-00,60084-03-02-00,sax_j1750_8_2900,SAX J1750.8-2900,SAX_J1750.8-2900,NS,2001-03-07T20:54:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60084-03-02-00.npz,data/processed/native/60084-03-02-00.npz,8f445732b5b35ffae590461faa3a357d61312f3796b23f97d46a06d3b6733868,60084-03-02-00,60084-03-02-00
60117-01-01-00,60117-01-01-00,sax_j1750_8_2900,SAX J1750.8-2900,SAX_J1750.8-2900,NS,2001-05-22T14:30:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60117-01-01-00.npz,data/processed/native/60117-01-01-00.npz,37a041656d57435abd32b7dfa6a88c3815708d8a979fcb6006b0cbda2eaf1a1a,60117-01-01-00,60117-01-01-00
60417-01-01-00,60417-01-01-00,cyg_x_2,Cyg X-2,CYG_X-2,NS,2001-08-02T05:50:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60417-01-01-00.npz,data/processed/native/60417-01-01-00.npz,7313c9e2ff27b9751c552c6cce74552bc687146921dbde83bbcc508598d33a33,60417-01-01-00,60417-01-01-00
60419-01-01-00,60419-01-01-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-09-07T07:52:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60419-01-01-00.npz,data/processed/native/60419-01-01-00.npz,39ee20805cb53d4cd0565af0ecabcea38af73f25a3768738e91294600b4e200f,60419-01-01-00,60419-01-01-00
60419-01-02-00,60419-01-02-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-09-14T03:33:04,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60419-01-02-00.npz,data/processed/native/60419-01-02-00.npz,4df4e855099cbf7403f88cd69de80d2b91d6d33f5de58a765ec586961141faa5,60419-01-02-00,60419-01-02-00
60419-01-04-00,60419-01-04-00,mxb_1658_298,MXB 1658-298,X1658-298,NS,2001-09-30T10:40:32,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60419-01-04-00.npz,data/processed/native/60419-01-04-00.npz,10331e676475a1a11ead972a889440e12a83638dac81b349056b2e062701875b,60419-01-04-00,60419-01-04-00
60424-01-02-01,60424-01-02-01,4u_0614_09,4U 0614+09,4U_0614+09,NS,2002-02-11T11:37:52,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60424-01-02-01.npz,data/processed/native/60424-01-02-01.npz,88a153c70beb7dff21baafcf1784662e2d91491dafaa9794057149b2f97a3244,60424-01-02-01,60424-01-02-01
60428-01-09-00,60428-01-09-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,2002-01-26T23:38:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60428-01-09-00.npz,data/processed/native/60428-01-09-00.npz,3d4e790f7d934600e912bcb816e391e2a47d818be44620451d75f4a4fcbc19d5,60428-01-09-00,60428-01-09-00
60428-01-20-00,60428-01-20-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
60705-01-01-00,60705-01-01-00,gx_339_4,GX 339-4,GX_339-4,BH,2001-03-06T01:08:32,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-01-00.npz,data/processed/native/60705-01-01-00.npz,8397757f62b07dec4fc380fe56572209cd4fc1eb6c69a29960c58a3a7d47a2be,60705-01-01-00,60705-01-01-00
60705-01-01-10,60705-01-01-10,gx_339_4,GX 339-4,GX_339-4,BH,2006-07-08T16:09:36,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-01-10.npz,data/processed/native/60705-01-01-10.npz,790aee2fb818fa9c29b14d9f46de3ce9a1c07466500f1ccfd66ac66e2d7c7f72,60705-01-01-10,60705-01-01-10
60705-01-44-00,60705-01-44-00,gx_339_4,GX 339-4,GX_339-4,BH,2002-01-22T21:55:12,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-44-00.npz,data/processed/native/60705-01-44-00.npz,84af566035a2c768bd8f56634696dc1126c746f67cfcbac02f6549824bc2553b,60705-01-44-00,60705-01-44-00
60705-01-56-00,60705-01-56-00,gx_339_4,GX 339-4,GX_339-4,BH,2003-03-12T17:10:08,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-56-00.npz,data/processed/native/60705-01-56-00.npz,2773244a36cc70e7fabf10a679be1c0f47aae0261d04bc9d3c5c95a3883e4b2c,60705-01-56-00,60705-01-56-00
60705-01-69-00,60705-01-69-00,gx_339_4,GX 339-4,GX_339-4,BH,2004-08-08T09:42:08,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-69-00.npz,data/processed/native/60705-01-69-00.npz,d2b3405393f6135c4279a47033b84d329c4afb9242b5a072f01283087ce982a3,60705-01-69-00,60705-01-69-00
60705-01-80-00,60705-01-80-00,gx_339_4,GX 339-4,GX_339-4,BH,2004-10-22T14:12:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/60705-01-80-00.npz,data/processed/native/60705-01-80-00.npz,56f2c5e4fa2455e2a50e89313052abc8089d26021d8a78cf00f32b5f3ac928e7,60705-01-80-00,60705-01-80-00
70014-02-02-00,70014-02-02-00,cyg_x_2,Cyg X-2,CYG_X-2,NS,2002-12-31T15:39:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-02-02-00.npz,data/processed/native/70014-02-02-00.npz,d9dddd35084342f648ae458fe5de9e4d0b4fa24f9ca1ba730dbadcb41a14ead4,70014-02-02-00,70014-02-02-00
70014-03-01-00,70014-03-01-00,ser_x_1,Ser X-1,SER_X-1,NS,2002-06-11T20:37:36,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-01-00.npz,data/processed/native/70014-03-01-00.npz,83b9c5864a8a52060058655b87d66fb4a40903939edaade58e40f4287872511c,70014-03-01-00,70014-03-01-00
70014-03-01-01,70014-03-01-01,ser_x_1,Ser X-1,SER_X-1,NS,2002-06-11T23:48:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-01-01.npz,data/processed/native/70014-03-01-01.npz,83b9c5864a8a52060058655b87d66fb4a40903939edaade58e40f4287872511c,70014-03-01-01,70014-03-01-01
70014-03-01-02,70014-03-01-02,ser_x_1,Ser X-1,SER_X-1,NS,2002-06-11T22:16:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-01-02.npz,data/processed/native/70014-03-01-02.npz,e9075a93cf932444934be49d8dd81c548f93c58e22dbd5de08a44c9d26afc585,70014-03-01-02,70014-03-01-02
70014-03-02-00,70014-03-02-00,ser_x_1,Ser X-1,SER_X-1,NS,2002-07-05T19:05:04,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-02-00.npz,data/processed/native/70014-03-02-00.npz,30d49abf1fb63adbe39901593d4cead4c3e65af59183938227b406f46ca0782b,70014-03-02-00,70014-03-02-00
70014-03-02-01,70014-03-02-01,ser_x_1,Ser X-1,SER_X-1,NS,2002-07-05T21:14:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-02-01.npz,data/processed/native/70014-03-02-01.npz,30d49abf1fb63adbe39901593d4cead4c3e65af59183938227b406f46ca0782b,70014-03-02-01,70014-03-02-01
70014-03-02-02,70014-03-02-02,ser_x_1,Ser X-1,SER_X-1,NS,2002-07-05T22:55:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-02-02.npz,data/processed/native/70014-03-02-02.npz,30d49abf1fb63adbe39901593d4cead4c3e65af59183938227b406f46ca0782b,70014-03-02-02,70014-03-02-02
70014-03-02-03,70014-03-02-03,ser_x_1,Ser X-1,SER_X-1,NS,2002-07-05T17:30:08,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70014-03-02-03.npz,data/processed/native/70014-03-02-03.npz,d33af10e89e80fe7e81deb68142b843d44871bdee9526e0b965434572abe5c87,70014-03-02-03,70014-03-02-03
70018-03-03-00,70018-03-03-00,cyg_x_2,Cyg X-2,CYG_X-2,NS,2002-07-15T17:36:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70018-03-03-00.npz,data/processed/native/70018-03-03-00.npz,86a3420aa490788d6315d879ef8f84408951d5c680543a7e77f644c05b86d515,70018-03-03-00,70018-03-03-00
70027-04-01-00,70027-04-01-00,ser_x_1,Ser X-1,SER_X-1,NS,2002-05-27T08:24:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70027-04-01-00.npz,data/processed/native/70027-04-01-00.npz,134b715adaca91e5118d9a2fe138bcb2340c7c6b2a1e24ee1c1f8aee9da93e33,70027-04-01-00,70027-04-01-00
70027-04-01-01,70027-04-01-01,ser_x_1,Ser X-1,SER_X-1,NS,2002-05-27T15:07:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70027-04-01-01.npz,data/processed/native/70027-04-01-01.npz,134b715adaca91e5118d9a2fe138bcb2340c7c6b2a1e24ee1c1f8aee9da93e33,70027-04-01-01,70027-04-01-01
70027-04-08-00,70027-04-08-00,ser_x_1,Ser X-1,SER_X-1,NS,2005-08-22T00:24:16,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70027-04-08-00.npz,data/processed/native/70027-04-08-00.npz,4ca534613bcf2b4e4afc705e23488b816ec232d67d0761967179c80daf24e4d1,70027-04-08-00,70027-04-08-00
70028-01-01-08,70028-01-01-08,4u_1728_34,4U 1728-34,4U_1728-34,NS,2002-03-03T21:05:04,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70028-01-01-08.npz,data/processed/native/70028-01-01-08.npz,2ca1dc26e36c6a2a08b91562ebc23b667ff56531475fd3ee849741d68bfe2a31,70028-01-01-08,70028-01-01-08
70038-01-01-00,70038-01-01-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,2002-04-28T21:53:36,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70038-01-01-00.npz,data/processed/native/70038-01-01-00.npz,67d617bff9def2a8ab00ddfc5665a9ec1d1ae62279a04fcac9fe76dc0712bc61,70038-01-01-00,70038-01-01-00
70050-01-01-00,70050-01-01-00,4u_1746_37,4U 1746-37,4U_1746-37,NS,2002-09-28T14:01:36,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/70050-01-01-00.npz,data/processed/native/70050-01-01-00.npz,4eba1fd31895003e57149172f017f1353933aef479b37355b7eb6f247f3fd82b,70050-01-01-00,70050-01-01-00
