rxte_obsid,source_id,canonical_source,archive_target_name,reference_class,class_label,proposal_id,cycle,observation_start,duration,exposure,archive_identifier,mapping_method,mapping_confidence,separation_deg,ra,dec,archive_status,status,query_record,notes
70080-02-02-10,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52584.72963,2883.0,2037.0,AO7/P70080/70080-02-02-10,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-11,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52584.93731,2156.0,1347.0,AO7/P70080/70080-02-02-11,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-12,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52584.98589,22502.0,13537.0,AO7/P70080/70080-02-02-12,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-19,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.52052,5435.0,2275.0,AO7/P70080/70080-02-02-19,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-21,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.58341,2785.0,1497.0,AO7/P70080/70080-02-02-21,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-22,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.65455,2279.0,1368.0,AO7/P70080/70080-02-02-22,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-13,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.71496,3251.0,2337.0,AO7/P70080/70080-02-02-13,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-14,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.7755,9282.0,6628.0,AO7/P70080/70080-02-02-14,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-32,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.89821,4460.0,3725.0,AO7/P70080/70080-02-02-32,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-02-02-15,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52585.97275,3433.0,2184.0,AO7/P70080/70080-02-02-15,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-06-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.0896,12443.0,7136.0,AO7/P70080/70080-03-06-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-07-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.29867,3087.0,1845.0,AO7/P70080/70080-03-07-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-08-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.37052,3000.0,2091.0,AO7/P70080/70080-03-08-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-09-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.43927,3181.0,2272.0,AO7/P70080/70080-03-09-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-10-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.50732,3015.0,2151.0,AO7/P70080/70080-03-10-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-11-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.63723,3131.0,1917.0,AO7/P70080/70080-03-11-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-12-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.69917,14549.0,10077.0,AO7/P70080/70080-03-12-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-13-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52586.89745,9153.0,6436.0,AO7/P70080/70080-03-13-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-14-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52587.027,5545.0,3008.0,AO7/P70080/70080-03-14-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-15-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52587.62757,3038.0,2130.0,AO7/P70080/70080-03-15-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-16-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52587.69538,2734.0,1873.0,AO7/P70080/70080-03-16-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-17-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52588.34617,2583.0,1797.0,AO7/P70080/70080-03-17-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-18-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52588.41288,2880.0,1971.0,AO7/P70080/70080-03-18-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-19-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52588.66645,9642.0,7295.0,AO7/P70080/70080-03-19-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.00632,22142.0,13545.0,AO7/P70080/70080-03-20-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.333,2701.0,1913.0,AO7/P70080/70080-03-20-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.39968,2881.0,1971.0,AO7/P70080/70080-03-20-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-03,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.66984,8435.0,5977.0,AO7/P70080/70080-03-20-03,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-04,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.79177,3922.0,3157.0,AO7/P70080/70080-03-20-04,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-07,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.84966,3835.0,3053.0,AO7/P70080/70080-03-20-07,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-05,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52589.92531,3883.0,2524.0,AO7/P70080/70080-03-20-05,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-06,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52590.11605,11527.0,7313.0,AO7/P70080/70080-03-20-06,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-08,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52590.31494,10022.0,6292.0,AO7/P70080/70080-03-20-08,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-09,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52590.45663,2982.0,2209.0,AO7/P70080/70080-03-20-09,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-11,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52590.58936,14317.0,9815.0,AO7/P70080/70080-03-20-11,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-18,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52590.77935,15133.0,10642.0,AO7/P70080/70080-03-20-18,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-12,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52591.10179,11688.0,7311.0,AO7/P70080/70080-03-20-12,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-13,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52591.69408,4195.0,3420.0,AO7/P70080/70080-03-20-13,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-14,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52591.82448,10805.0,7289.0,AO7/P70080/70080-03-20-14,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-15,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52591.96481,4564.0,2899.0,AO7/P70080/70080-03-20-15,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-16,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52592.04194,15721.0,8949.0,AO7/P70080/70080-03-20-16,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-10,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52592.70359,2958.0,2134.0,AO7/P70080/70080-03-20-10,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-20-17,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52592.83484,8618.0,5256.0,AO7/P70080/70080-03-20-17,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-21-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52593.01302,17379.0,10290.0,AO7/P70080/70080-03-21-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-21-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52594.85977,4576.0,2633.0,AO7/P70080/70080-03-21-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-22-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52595.38637,3695.0,2457.0,AO7/P70080/70080-03-22-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-22-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52596.43954,4885.0,3834.0,AO7/P70080/70080-03-22-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-23-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52597.83698,2552.0,988.0,AO7/P70080/70080-03-23-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-24-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52600.80077,2571.0,946.0,AO7/P70080/70080-03-24-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-24-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52601.25036,4974.0,3657.0,AO7/P70080/70080-03-24-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-24-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52601.77619,4966.0,1594.0,AO7/P70080/70080-03-24-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-25-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52602.76425,3696.0,1497.0,AO7/P70080/70080-03-25-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-25-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52603.75197,3495.0,1399.0,AO7/P70080/70080-03-25-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70080-03-25-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70080,7,52604.73954,3961.0,1329.0,AO7/P70080/70080-03-25-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-01-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52659.28411,2321.0,919.0,AO7/P70422/70422-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-01-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52661.35792,2105.0,661.0,AO7/P70422/70422-01-01-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-01-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52662.68205,2806.0,882.0,AO7/P70422/70422-01-01-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-02-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52664.91079,1653.0,892.0,AO7/P70422/70422-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-02-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52666.9717,3893.0,1229.0,AO7/P70422/70422-01-02-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-02-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52669.51643,2927.0,760.0,AO7/P70422/70422-01-02-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-03-00,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52671.38608,2058.0,1083.0,AO7/P70422/70422-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-03-01,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52673.28804,2053.0,923.0,AO7/P70422/70422-01-03-01,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
70422-01-03-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,NS,70422,7,52675.32902,2489.0,1345.0,AO7/P70422/70422-01-03-02,explicit_designation_and_independent_catalog_position,high,0.0008630369737406185,272.11499,-36.978,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,
60126-01-15-13,sax_j1808_4_3658,SAX J1808.4-3658,GALACTIC_BULGE_1,NS,NS,60126,6,52677.81572,303.0,null,AO6/P60126/60126-01-15-13,explicit_designation_and_independent_catalog_position,unresolved,0.004086475429027912,272.12,-36.978,archived,AMBIGUOUS_OR_UNAVAILABLE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,exact_name=False; position_within_3_arcmin=True; archived=archived; full_ObsID=60126-01-15-13
70138-02-33-00,sax_j1808_4_3658,SAX J1808.4-3658,GALACTIC BULGE 2,NS,NS,70138,7,52680.7006944444,null,null,AO7/P70138/70138-02-33-00,explicit_designation_and_independent_catalog_position,unresolved,0.002170012606562869,272.11749267578125,-36.97800064086914,scheduled (short),AMBIGUOUS_OR_UNAVAILABLE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_sax_j1808_4_3658.json,exact_name=False; position_within_3_arcmin=True; archived=scheduled (short); full_ObsID=70138-02-33-00
