path,size_bytes,sha256,phase,category,generated_or_source,scientific_role
manuscript/supplement/tables/S2_identity_predictions.csv,31711,ae98af687cb8bdec91634e8333d4591f4f68628e343c4113d840426d7d0e4e12,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S2_learning_curve.csv,12777,7322829db0d370c1e6d741480272e1826b3ca2cdb706b445907f1ae0fb26a927,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S2_primary_metrics.csv,4080,55502a32ee39747acce0073eb5e0778dd6f00216fde740377f70b8afb0c3258e,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S2_primary_paired_differences.csv,1332,33f63227fba213485b6f7581c77f7f10eece15098ede368bc798f6c5d530871e,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S2_primary_randomization.csv,17198,87b3c9d195da83de3d0bf8dfc52ab8f95a304513c3042ad8b281daf94b4b1a35,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S2_primary_robustness.csv,4522,0d0260014045dd032560378577d2b803795d3c1e2466035857872bdee3e54562,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_EXPANDED_SOURCE_forest_grouped.csv,4844,cc61e90c28da03756c582034989a932c3037def3240d10c27529540d94550d79,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_EXPANDED_SOURCE_forest_loso.csv,4908,3334d743ac656ef2677a6241925ec440470298b739c0281723acf100b5ac94a3,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_EXPANDED_SOURCE_logistic_grouped.csv,4924,5cb9f2cdb43f4e11991fe43a364ca254fcc7290ad569d180385f94f7ea05e226,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_EXPANDED_SOURCE_logistic_loso.csv,4922,3dddcc6addd6b0bb44fa0bed07b7ff8ea311d6641b69511f1fd3a938fbf480a0,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_MATCHED_forest_grouped.csv,4617,e708a3469d1910d4e58a37442864feaa8f111b2c27607acb449c1effa21d9b81,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_MATCHED_forest_loso.csv,4623,7321bfc7d96445da435455f175bb4ca204388beac49d42f0917709e765f10afe,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_MATCHED_logistic_grouped.csv,4615,fe73b0463e9a3604fc5b73b1183f56e3d6ab66f7040e8fc4c2efa22f8d41155b,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_MATCHED_logistic_loso.csv,4666,015c81a8f336f81d4b5aff87e5565c70bf2ac071c1024e7c7cad9a9dc9eca189,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_VALIDATION_forest_grouped.csv,4598,6ca7860032cf4d2d6c3c17a80aa357845a87c86d9234eef3d08729223017176f,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_VALIDATION_forest_loso.csv,4611,96b352450bb301bee12b5aaaaefc13259a99519a34fbd66f5344927ad6eca9c5,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_VALIDATION_logistic_grouped.csv,4589,41dca044e10aee5fb0892dc5571eaf1cc2a4993fe4aed153dcc05539de852222,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_HEASOFT_VALIDATION_logistic_loso.csv,4623,3b6837ffdd16643707cfeeb706aa9f0ec8126736719a04f46ac260722bacad31,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_PRIMARY_SAME_OBSIDS_forest_grouped.csv,4583,f262773634eb460d3f00e47082634628faac2e0d1802bf758c5182c599a71748,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_PRIMARY_SAME_OBSIDS_forest_loso.csv,4611,18966752f760601b5705388270694a2bddf4f8bf56be52d3bb38711c4676187b,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_PRIMARY_SAME_OBSIDS_logistic_grouped.csv,4608,ec1db06966875fa14a313eaa82fd6673cdbf81c02de6878e559b906f0e16dc8c,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_PRIMARY_SAME_OBSIDS_logistic_loso.csv,4612,2f6f7bc07be7e31cd04f5729358b4fa973ca857662cc295d18ac22bed8c47b41,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S3_primary_LOSO.csv,13707,bc6d2678e7980be298733365e0a2507731d4cb3badda62d1299bec525264f37d,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_HEASoft_randomization.csv,3421,9ef591334eb3d362878f872c75b642ebd67970c59caca10d840d55c32d1dc4ab,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_all_validation_metrics_tidy.csv,70142,c45032d342d7607c9c07739cfd244f5220a0420b479f41a5c899d86d92788b87,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_detector_configuration.csv,378371,0f9f227a9380765b4e2231546da1820e3a773d3e9fc3fe29ccf79f008abfc234,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_epoch_distribution.csv,116,fa4ec94ca1483b0ff0a008ec802a3e5a41103b6380707b6587dea46e81a143be,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_epoch_holdout.csv,736,2c96517d345a571f1a4e0f78a0e94d3b3c85cc2249fe52a23b4c95420c981f47,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_full_diagnostic_metrics.json,18345,4f0b0338d749355198c871570421c8ba9627b7b983db487dbf90afb6404f87e8,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_full_validation_metrics.json,42744,909c958fc464ba2aad1cd8828a56d436437352eeb224286b3e6a776d596e0e3b,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_paired_processing_effects.csv,7574,9dbc1ed92535c6d9404e8e1dcd905cc0a6523674ecc33945d877ccdbe449034c,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_residual_imbalance.csv,488,59980419d636307dbe7c750296649a1b0d8895d4bac099df38e9c0633aee0a20,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S4_validation_metrics.csv,6665,c6ab4a96aa85cb61e7c21d065080bb3deba0adaf4bb901c30a2fe7d15207b83c,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_closure.json,1578,03a20891c2d09c5ab0bd2cd4bf8c6d8b1b0b20532a0c16de562ae4a15df9ed8b,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_1a_1744_361.md,3167,89b1f0009f0383a57b3ab80ac327b4521c419f316f5fcfbfc37b0e194cc6a32f,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_0614_09.md,3338,324d5c8d71e32278f6cb4e8a7dc9deaf8a94d7619e6eee7632f900da591d035e,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1254_69.md,3080,07276d8df7ef67c83f74a360850c9d2a32781ce94236d16363e38efaba6f8728,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1636_536.md,3240,caa79481064e57e7fe3804db7122d8a54c615976b9d3fc398c55e78a2698978a,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1702_429.md,3084,7afe64cd7613a50a07c6c365c56c5d83db4a8852418a4db88f74ed7cc82023fe,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1705_44.md,3289,fc67d3d80dd98df332b71b7fd758a3ab092fce5de7df940820e7b1402ed313c1,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1728_34.md,3325,4d71a432ccb72c39c700bca94362dc103a68eb00b5b812e343d74329a266690f,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1735_444.md,3041,cac5e2d76fa70b93bfd0f726a2f25899b14e287e7abbed8d7f5fef23b8a0b196,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_4u_1746_37.md,2997,d41c8cc63c1b82250edb9bddada277eda9117fcb24855b335419281f480d0a37,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_aql_x_1.md,3492,8b0c75480746570bcc23fe5c3cff0483432a1b376da8df91ecd4fc372ddedf29,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_cyg_x_2.md,2834,f2af0bc289ac84cf9120dbafb5794bc22b1e1710cebfff8432a60ded201b91a9,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_hete_j1900_1_2455.md,3365,9a06fda705ba12ec4fd815167290800b82c2b5a061e1d1506bc3276dfcbd9a63,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_igr_j00291_5934.md,2838,c3ea16671b107d9ee8ba9e891a5173e55f85dc7035bcc25739e454f8ed19aadc,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_ks_1731_260.md,3505,979f9b2781bd4dbeaca589f085fbe5c01337722b6c5fbb9be1caa34b44338c24,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_mxb_1658_298.md,2985,43da2f2a69756d61a6c3de3a939b766ca3bb597aa853c200607eb1f9350de185,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_sax_j1750_8_2900.md,3109,ee4cd2879532e1ea04af095ad4597c6323bdd0b222b7288ac3bf1ad5e75e5c26,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_sax_j1806_5_2215.md,3093,4c873477ac4e87e3a9cac34255e697a847cde56a14d978524d2080afda1ced14,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_sax_j1808_4_3658.md,3418,a601c920e2c03e74b1e4219bc189cfffd90fc12b7d771f3faba6ec4366a9d247,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_ser_x_1.md,3105,861b0d1dd3e3aada74d5b89971f8e9e279600f5a89d134af0a8b5b63397673b4,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_dossier_slx_1735_269.md,3353,19696a0d098cd2f3f7d3ee4888b446f42f4a89b6262094893b6429433c15c208,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_final_regime_counts.csv,221,6ddae6e921f7b5e3b5879272adba1f322800aacd009b4912d04058c4db50dbbd,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_merged_state_catalogue.csv,1148328,7557d1908c8d1222c420e31973c63156696c1778eaa396154fc0a7e37c66611f,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_native_state_descriptive.csv,18139,872aac00b1274a41406528e8a2ba34fad45243609c4c98195462a9559ac14ede,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_original_state_catalogue.csv,489723,260ca4fcf534e4ef2df691a59d72bc7c9a8b0cf1607588ca704fd1c710bca90e,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_proxy_full_paired.csv,2213,6aadb7de639a84d13f4177ce90b12ce7f44011e84a60449545bef684606c4b25,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_proxy_metrics.csv,1745,a714e53bf292051939345c61c1d73c3aee872fb88e9f8cea477e8df234e2c64b,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_reliability.csv,2881,57c06276adf399ff61ce5830cd9a10ffe3a7701b9f6adf515d8e5a8ac5d38640,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S5_within_source_descriptive.csv,11446,bdb71a24467832136bfeb1e4435cdc3df13783be8c331a29d8432003f9af3051,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_HEASoft_protocol.yaml,5283,e5a788be37bdb9a23ca0139074541663b07dc038a0bb6cad4f5ebf8370ab05cd,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_ML_environment.json,345,fca65cfd8aa53d90a47a5484674bcc4dd625a631588f48f2f853be4d7bca5520,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_environment_correction.json,454,b4057928fa50830c30d7f87e30ea93c48eacc591a01b04b130867ea1aafd6e92,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_extension_mapping.json,1337,4cd5fa777179ba89037562fc030c8827251232eb27d8668c44381d98c610b768,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_extension_search_plan.json,2785,b88f5925bd954f00f6e2adaf4834aa382f188674420cb35646e7f0955136753f,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_primary_environment.json,764,39816b1283feb9a984581cb9397028bdd9d727f91c89fe7a8cdaa8c9b209badb,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_primary_protocol.yaml,5995,0c7dd4d36ac055ab8f708f9ebb2763dd4a341c6b9a5967ddaa1f9d3347f43334,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_processing_environment.json,2169,23ebf678a562fdcf031d885434ca15f78feb6878a28bb8d5b66485cefeb5a3d7,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/S6_state_protocol.yaml,3992,06f2e80bf1cb3c9e68cfcf3b28a09eadc9443d6c4a4efdc9efc44ef13cd11341,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/column_dictionary.csv,76926,eb5cb5416d0b84fc758835e650b9f7322de06f67412f6949a267bf6bd49e0c52,I,manuscript,source,publication source or artifact
manuscript/supplement/tables/evidence_index.csv,14217,dc535455dca094d23df4c85a3e7d9561aa24da5b1ce498e321284915e69e8aef,I,manuscript,source,publication source or artifact
pyproject.toml,945,b597a9223306d69c9ae0f150abacedf8cb3bde99eaac9b96e0f13a5b8a51f0b0,I,release_metadata,generated_or_adapted,release administration and audit
reports/rxte_product_structure.md,3120,f6b4675668463b39bb75a8f5c18308dbf77a0711d4bb735704809981c1ec5bac,I,reports,source,release administration and audit
reports/source_identity_review_XTE_J1908_4U1907.md,4144,a653ac95351ac24d10db27b0d2465530c29ef04c4fd837c1764d5780c48cb641,I,reports,source,release administration and audit
reports/spectral_extraction_method.md,4670,ccb26b4bc589ac95b1c5f48ed5233d03d90496bd936a90eb4cee6906134835c5,I,reports,source,release administration and audit
requirements.lock.txt,741,297888b46981abe443bdf5c4e1f4ea04d0902e7708704a530e477a5825840d67,I,release_metadata,source,release administration and audit
requirements.txt,106,f4ba11c5d24cd03562ab2a0e8f3b005f6b2e546fd3e5a8dc756b7061136611c4,I,release_metadata,generated_or_adapted,release administration and audit
results/loso_predictions.csv,173376,8e7b8367f64ead3ca457a56fe91f2651240cde6d9ebc8d32ceaf87c98db06920,I,results,source,frozen scientific output
results/loso_source_summary.csv,13707,bc6d2678e7980be298733365e0a2507731d4cb3badda62d1299bec525264f37d,I,results,source,frozen scientific output
results/observation_metrics_secondary.csv,1803,fd4083a7140ca421d8114eebe83e6d328008d68835d57236993481fba03356a4,I,results,source,frozen scientific output
results/paired_performance_difference.csv,1332,33f63227fba213485b6f7581c77f7f10eece15098ede368bc798f6c5d530871e,I,results,source,frozen scientific output
results/primary_performance.csv,4080,55502a32ee39747acce0073eb5e0778dd6f00216fde740377f70b8afb0c3258e,I,results,source,frozen scientific output
results/primary_predictions.csv,538733,ca86ff5b19d260d9dde14aad205670364e2effc91cb1dd11e55b776e3fed7f9d,I,results,source,frozen scientific output
results/robustness_results.csv,4522,0d0260014045dd032560378577d2b803795d3c1e2466035857872bdee3e54562,I,results,source,frozen scientific output
results/source_identification_predictions.csv,31711,ae98af687cb8bdec91634e8333d4591f4f68628e343c4113d840426d7d0e4e12,I,results,source,frozen scientific output
results/source_learning_curve.csv,12777,7322829db0d370c1e6d741480272e1826b3ca2cdb706b445907f1ae0fb26a927,I,results,source,frozen scientific output
results/source_randomization_results.csv,17198,87b3c9d195da83de3d0bf8dfc52ab8f95a304513c3042ad8b281daf94b4b1a35,I,results,source,frozen scientific output
results/state_extension/regime_feasibility.csv,221,6ddae6e921f7b5e3b5879272adba1f322800aacd009b4912d04058c4db50dbbd,I,results,source,frozen scientific output
results/state_extension/stage_status.json,1578,03a20891c2d09c5ab0bd2cd4bf8c6d8b1b0b20532a0c16de562ae4a15df9ed8b,I,results,source,frozen scientific output
results/state_validation/proxy_full_paired_differences.csv,2213,6aadb7de639a84d13f4177ce90b12ce7f44011e84a60449545bef684606c4b25,I,results,source,frozen scientific output
results/state_validation/table_S3_state_controlled_performance.csv,599,45e4f09d884824fd974ccf66a2074e983b644d3a646174b0098ccb3167f342ba,I,results,source,frozen scientific output
results/validation_heasoft/bh_expansion_outcomes.csv,689,f48b22b0529c6d221f3b674185bf8a16cedfcd73979f78e69aacb6e43a47a70e,I,results,source,frozen scientific output
results/validation_heasoft/cohort_flow.csv,135,faefe1045687cc3cbbce3970383ee90782798ab76b094757a89a512f6c9cdcd7,I,results,source,frozen scientific output
results/validation_heasoft/confounder_table.csv,378371,0f9f227a9380765b4e2231546da1820e3a773d3e9fc3fe29ccf79f008abfc234,I,results,source,frozen scientific output
results/validation_heasoft/dataset_freeze.json,983,758534871723b464af51e320e6cbec9bb5015042223142dcbe743869b50f97dd,I,results,source,frozen scientific output
results/validation_heasoft/diagnostic_metrics.json,18345,4f0b0338d749355198c871570421c8ba9627b7b983db487dbf90afb6404f87e8,I,results,source,frozen scientific output
results/validation_heasoft/environment_audit_note.json,454,b4057928fa50830c30d7f87e30ea93c48eacc591a01b04b130867ea1aafd6e92,I,results,source,frozen scientific output
results/validation_heasoft/epoch_holdout_summary.csv,736,2c96517d345a571f1a4e0f78a0e94d3b3c85cc2249fe52a23b4c95420c981f47,I,results,source,frozen scientific output
results/validation_heasoft/exclusion_summary.csv,963,f3c5213df60ec6e04e08410d415968d696a50a3c3fa07e6fd3a70c89064cb639,I,results,source,frozen scientific output
results/validation_heasoft/gain_epoch_distribution.csv,116,fa4ec94ca1483b0ff0a008ec802a3e5a41103b6380707b6587dea46e81a143be,I,results,source,frozen scientific output
results/validation_heasoft/heasoft_model_metrics.json,42744,909c958fc464ba2aad1cd8828a56d436437352eeb224286b3e6a776d596e0e3b,I,results,source,frozen scientific output
results/validation_heasoft/heasoft_product_audit.csv,162809,ffeb9af131ab88974e49ac585881a2551731f66653ec58850de54faea0404bff,I,results,source,frozen scientific output
results/validation_heasoft/matching_residual_imbalance.csv,488,59980419d636307dbe7c750296649a1b0d8895d4bac099df38e9c0633aee0a20,I,results,source,frozen scientific output
results/validation_heasoft/ml_environment.json,345,fca65cfd8aa53d90a47a5484674bcc4dd625a631588f48f2f853be4d7bca5520,I,results,source,frozen scientific output
results/validation_heasoft/primary_vs_validation.csv,24852,b99393e668d26d66a9a21cc7e3f2293aaa81e26f9f9904d806e5c837ef1f8ac9,I,results,source,frozen scientific output
results/validation_heasoft/protocol_freeze.json,199,99879a68d93e107c5a393c58e4984b863f40353c7cc1c43aef6db9ab43862d54,I,results,source,frozen scientific output
results/validation_heasoft/runs/EXPANDED_SOURCE_forest_grouped/source_summary.csv,4844,cc61e90c28da03756c582034989a932c3037def3240d10c27529540d94550d79,I,results,source,frozen scientific output
results/validation_heasoft/runs/EXPANDED_SOURCE_forest_loso/source_summary.csv,4908,3334d743ac656ef2677a6241925ec440470298b739c0281723acf100b5ac94a3,I,results,source,frozen scientific output
results/validation_heasoft/runs/EXPANDED_SOURCE_logistic_grouped/source_summary.csv,4924,5cb9f2cdb43f4e11991fe43a364ca254fcc7290ad569d180385f94f7ea05e226,I,results,source,frozen scientific output
results/validation_heasoft/runs/EXPANDED_SOURCE_logistic_loso/source_summary.csv,4922,3dddcc6addd6b0bb44fa0bed07b7ff8ea311d6641b69511f1fd3a938fbf480a0,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_MATCHED_forest_grouped/source_summary.csv,4617,e708a3469d1910d4e58a37442864feaa8f111b2c27607acb449c1effa21d9b81,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_MATCHED_forest_loso/source_summary.csv,4623,7321bfc7d96445da435455f175bb4ca204388beac49d42f0917709e765f10afe,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_MATCHED_logistic_grouped/source_summary.csv,4615,fe73b0463e9a3604fc5b73b1183f56e3d6ab66f7040e8fc4c2efa22f8d41155b,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_MATCHED_logistic_loso/source_summary.csv,4666,015c81a8f336f81d4b5aff87e5565c70bf2ac071c1024e7c7cad9a9dc9eca189,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_VALIDATION_forest_grouped/source_summary.csv,4598,6ca7860032cf4d2d6c3c17a80aa357845a87c86d9234eef3d08729223017176f,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_VALIDATION_forest_loso/source_summary.csv,4611,96b352450bb301bee12b5aaaaefc13259a99519a34fbd66f5344927ad6eca9c5,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_VALIDATION_logistic_grouped/source_summary.csv,4589,41dca044e10aee5fb0892dc5571eaf1cc2a4993fe4aed153dcc05539de852222,I,results,source,frozen scientific output
results/validation_heasoft/runs/HEASOFT_VALIDATION_logistic_loso/source_summary.csv,4623,3b6837ffdd16643707cfeeb706aa9f0ec8126736719a04f46ac260722bacad31,I,results,source,frozen scientific output
results/validation_heasoft/runs/PRIMARY_SAME_OBSIDS_forest_grouped/source_summary.csv,4583,f262773634eb460d3f00e47082634628faac2e0d1802bf758c5182c599a71748,I,results,source,frozen scientific output
results/validation_heasoft/runs/PRIMARY_SAME_OBSIDS_forest_loso/source_summary.csv,4611,18966752f760601b5705388270694a2bddf4f8bf56be52d3bb38711c4676187b,I,results,source,frozen scientific output
results/validation_heasoft/runs/PRIMARY_SAME_OBSIDS_logistic_grouped/source_summary.csv,4608,ec1db06966875fa14a313eaa82fd6673cdbf81c02de6878e559b906f0e16dc8c,I,results,source,frozen scientific output
results/validation_heasoft/runs/PRIMARY_SAME_OBSIDS_logistic_loso/source_summary.csv,4612,2f6f7bc07be7e31cd04f5729358b4fa973ca857662cc295d18ac22bed8c47b41,I,results,source,frozen scientific output
results/validation_heasoft/software_environment.json,2469,60ebf78e13340d953afe4deb865924d6f3b6a4e3bde803dcaf19c3d87fd0f879,I,results,source,frozen scientific output
results/validation_heasoft/source_randomization_results.csv,3421,9ef591334eb3d362878f872c75b642ebd67970c59caca10d840d55c32d1dc4ab,I,results,source,frozen scientific output
results/validation_heasoft/tables/validation_table_1_cohorts.csv,296,9263a68198d8059013bcdfcbc6a356e9f74dee46e6ceb77e59229f37c07ed80c,I,results,source,frozen scientific output
results/validation_heasoft/tables/validation_table_2_performance.csv,6665,c6ab4a96aa85cb61e7c21d065080bb3deba0adaf4bb901c30a2fe7d15207b83c,I,results,source,frozen scientific output
results/validation_heasoft/tables/validation_table_3_confounders.csv,1337,e5b398094d347efeb2040295f01ada41ece2c6309b5e706fcb2c0624eaeb3c59,I,results,source,frozen scientific output
results/validation_heasoft/tables/validation_table_4_metadata.csv,508,054cb99c0d713c9647b7b8047669488644bde9ca565b525304bf21f176690878,I,results,source,frozen scientific output
results/validation_heasoft/tables/validation_table_5_failures.csv,1103,3c9b5264bae28e9e74a60364c77b6b3841132140cd0cc66eecbaa263633f7bc9,I,results,source,frozen scientific output
scripts/acquire_rxte_products.py,4007,fb4728052b2b0e03325932b19c0b0db441dcdb2fab9d6218e503ddd499f48a47,I,scripts,source,reproduction or release tooling
scripts/acquire_validation_raw.py,4934,47afb267f12e2cdec51979f9f0e8670e2426d8e71155e65744ee4efd4fac132d,I,scripts,source,reproduction or release tooling
scripts/analyze_validation_failures.py,5374,edb68cbd047556cefe49a7796852ad4c6eaa3d580659f70a6f080d7f10a3011c,I,scripts,source,reproduction or release tooling
scripts/assemble_heasoft_validation.py,4814,da5f6f00e06647643d34b50f99bb3ee8d256bb387dbd3641e23ed60203fa26b1,I,scripts,source,reproduction or release tooling
scripts/audit_heasoft_products.py,5555,11df6b8d445f4a4554294f1a94a64140f2e6f32da5568c7cb2bdf5a67daac20f,I,scripts,source,reproduction or release tooling
scripts/audit_instrument_metadata.py,2383,ba54da1d355f29745a8ae290eee45d8c262a0407ec25056c77aa99dc5c7fb7b9,I,scripts,source,reproduction or release tooling
scripts/audit_state_extension.py,6990,bb30b3beee831360e6877d925613b0b1eb476c2e265ade2d0677a37f4ba699a5,I,scripts,source,reproduction or release tooling
scripts/audit_state_validation.py,3229,1fa9aa8913e1f7fe363763b939772bbbffa41e51965b6835edf867812a43d4e0,I,scripts,source,reproduction or release tooling
scripts/build_rxte_inventory.py,10471,07bbdc891d1ca6e83171df4e7da322e3e0954f2e295220bd41fbd7039deba04c,I,scripts,source,reproduction or release tooling
scripts/build_state_catalogue.py,12833,c26cdcb34633221acdd0430f5d3f2885254d8d4f1dbf52d30bd2ae80e6d4c9a8,I,scripts,source,reproduction or release tooling
scripts/build_state_extension.py,27188,0d837bea15c7a48a9affd3670cf5892d52fd3d6cef6dfc481ae3f8ca049b4047,I,scripts,source,reproduction or release tooling
scripts/download_recorded_products.py,2396,39626aff5a343a7836559dbc41499de0747af58560d5291295d37bb94c72aa24,shared,scripts,generated_or_adapted,reproduction or release tooling
scripts/prepare_state_extension.py,5828,926bd76507e825f69e425b0f3d3803f2d4a242ba19deb0fa5392a7b2d2810686,I,scripts,source,reproduction or release tooling
scripts/prepare_state_validation.py,19783,915ebb2871806b1ad9ed39c43b8624d75f270a25380b5d50591ea5163fb40275,I,scripts,source,reproduction or release tooling
scripts/reconstruct_rxte_cohort.py,8792,866fcbd7a2567c65506b2e102ca2e692b4fd1356df15b178534a2399782448bc,I,scripts,source,reproduction or release tooling
scripts/reduce_validation_heasoft.py,9348,0169bb70d7e4023ec516b84e416f8972f02e0b307f82e14968f615b3e597910d,I,scripts,source,reproduction or release tooling
scripts/release_support.py,1837,aabdaf399d894635015b43986f6d8a68c08991022518dac1e562c91456565ec8,shared,scripts,generated_or_adapted,reproduction or release tooling
scripts/render_journal_figures.py,8342,d21c87df34d4939f57a8585e5d617f8e98a18b7c2fa1ea6cb098e1b81a08944a,I,scripts,generated_or_adapted,reproduction or release tooling
scripts/render_scientific_results.py,11540,56443deefe08e1e083f0a322f6afd1aadc82b71061bad9817819ccaf1fb44481,I,scripts,generated_or_adapted,reproduction or release tooling
scripts/reproduce_tables.py,2114,ab9b38f11080f6f53ebb70db172d1c6e8b6904ff096d6d50f9204d02434fe70c,shared,scripts,generated_or_adapted,reproduction or release tooling
scripts/run_core_experiments.py,13414,f86a5489073d82b81fec1343d9fae7248c49c3288f22685265bcfac4455e6bb0,I,scripts,source,reproduction or release tooling
scripts/run_heasoft_validation_models.py,6994,048c44091a762d5f2729fe1d9cc02d73462b906885999064388a05325d8a2249,I,scripts,source,reproduction or release tooling
scripts/run_instrument_diagnostics.py,3587,c5eee4b906047effe3d73f2c0637beca9258e40035c99f71be973495b044d8be,I,scripts,source,reproduction or release tooling
scripts/run_state_validation.py,1501,5af184838d55e64cd37fd351c1293afe47947ea954493e1ba78eeef994de3240,I,scripts,source,reproduction or release tooling
scripts/search_validation_bh.py,3936,770eb068de4c59a6470ae5e8ab09d3597062057178f2be791ea402e42fd52bc1,I,scripts,source,reproduction or release tooling
scripts/setup_validation_caldb.py,1959,67bd65843dbb5b16c594509704b9ae4852e9147acf654f00762dfe29851fcc3f,I,scripts,generated_or_adapted,reproduction or release tooling
scripts/setup_validation_heasoft.sh,508,10f69debd3cf32d12c0374eccee3f35343403fe74cec07c7661520ad00bab299,I,scripts,generated_or_adapted,reproduction or release tooling
scripts/sync_core_manifests.py,6354,fdf73f24cc4e01f3ed98af909da7197815da049e83f948f2bf0764908ea02e34,I,scripts,source,reproduction or release tooling
scripts/update_release_manifest.py,1123,704d58ec06f05bff1b43cd4f3c588a8b0a6d88fbcee82f3898d167304c320995,shared,scripts,generated_or_adapted,reproduction or release tooling
